Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,OddH,OddD,OddA
2013/2014,Liga MX,25/08/2013,Toluca,Veracruz,3,1,H,,,,,,,,,,,,,,,1.79,3.39,4.37
2013/2014,Liga MX,31/08/2013,Monarcas,Pachuca,4,1,H,,,,,,,,,,,,,,,1.83,3.4,4.12
2013/2014,Liga MX,31/08/2013,Santos Laguna,Club Leon,0,2,A,,,,,,,,,,,,,,,2.34,3.15,2.98
2013/2014,Liga MX,31/08/2013,Cruz Azul,Queretaro,0,2,A,,,,,,,,,,,,,,,1.62,3.6,5.16
2013/2014,Liga MX,31/08/2013,Veracruz,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,2.87,3.21,2.37
2013/2014,Liga MX,01/09/2013,Monterrey,Atlas,0,0,D,,,,,,,,,,,,,,,1.74,3.45,4.66
2013/2014,Liga MX,01/09/2013,Chiapas,Club Tijuana,3,1,H,,,,,,,,,,,,,,,2.29,3.16,3.05
2013/2014,Liga MX,01/09/2013,Puebla,Atlante,1,0,H,,,,,,,,,,,,,,,1.94,3.28,3.8
2013/2014,Liga MX,01/09/2013,Guadalajara Chivas,Toluca,0,0,D,,,,,,,,,,,,,,,2.69,3.15,2.54
2013/2014,Liga MX,03/09/2013,U.N.A.M.- Pumas,Club America,1,4,A,,,,,,,,,,,,,,,3.95,3.34,1.89
2013/2014,Liga MX,07/09/2013,Queretaro,Puebla,1,0,H,,,,,,,,,,,,,,,2.13,3.23,3.3
2013/2014,Liga MX,07/09/2013,Club America,Monterrey,1,0,H,,,,,,,,,,,,,,,1.45,4.13,6.89
2013/2014,Liga MX,08/09/2013,Atlante,Monarcas,2,2,D,,,,,,,,,,,,,,,2.8,3.16,2.46
2013/2014,Liga MX,08/09/2013,Pachuca,U.N.A.M.- Pumas,0,0,D,,,,,,,,,,,,,,,2.08,3.22,3.48
2013/2014,Liga MX,08/09/2013,U.A.N.L.- Tigres,Guadalajara Chivas,3,3,D,,,,,,,,,,,,,,,1.66,3.54,5.08
2013/2014,Liga MX,08/09/2013,Club Leon,Chiapas,0,1,A,,,,,,,,,,,,,,,1.52,3.88,6.19
2013/2014,Liga MX,08/09/2013,Atlas,Santos Laguna,2,2,D,,,,,,,,,,,,,,,2.57,3.08,2.71
2013/2014,Liga MX,08/09/2013,Club Tijuana,Veracruz,3,0,H,,,,,,,,,,,,,,,1.82,3.45,4.17
2013/2014,Liga MX,08/09/2013,Toluca,Cruz Azul,1,2,A,,,,,,,,,,,,,,,2.33,3.19,2.97
2013/2014,Liga MX,14/09/2013,Queretaro,Atlante,1,0,H,,,,,,,,,,,,,,,1.82,3.47,4.12
2013/2014,Liga MX,14/09/2013,Santos Laguna,Club America,2,1,H,,,,,,,,,,,,,,,2.94,3.2,2.34
2013/2014,Liga MX,14/09/2013,Cruz Azul,U.A.N.L.- Tigres,0,1,A,,,,,,,,,,,,,,,2.1,3.22,3.38
2013/2014,Liga MX,14/09/2013,Veracruz,Club Leon,0,1,A,,,,,,,,,,,,,,,2.9,3.18,2.38
2013/2014,Liga MX,15/09/2013,Monterrey,Pachuca,1,0,H,,,,,,,,,,,,,,,1.95,3.3,3.81
2013/2014,Liga MX,15/09/2013,Chiapas,Atlas,3,0,H,,,,,,,,,,,,,,,2.11,3.22,3.39
2013/2014,Liga MX,15/09/2013,Puebla,Toluca,1,1,D,,,,,,,,,,,,,,,2.68,3.17,2.56
2013/2014,Liga MX,15/09/2013,U.N.A.M.- Pumas,Monarcas,0,1,A,,,,,,,,,,,,,,,2.65,3.15,2.59
2013/2014,Liga MX,15/09/2013,Guadalajara Chivas,Club Tijuana,2,2,D,,,,,,,,,,,,,,,2.35,3.1,3.01
2013/2014,Liga MX,21/09/2013,Monarcas,Monterrey,1,3,A,,,,,,,,,,,,,,,1.82,3.44,4.16
2013/2014,Liga MX,21/09/2013,Club Tijuana,Cruz Azul,0,0,D,,,,,,,,,,,,,,,2.31,3.16,3
2013/2014,Liga MX,21/09/2013,Club America,Chiapas,3,1,H,,,,,,,,,,,,,,,1.44,4.15,7.05
2013/2014,Liga MX,22/09/2013,Atlante,U.N.A.M.- Pumas,1,0,H,,,,,,,,,,,,,,,2.33,3.11,3.03
2013/2014,Liga MX,22/09/2013,Pachuca,Santos Laguna,1,1,D,,,,,,,,,,,,,,,2.42,3.17,2.83
2013/2014,Liga MX,22/09/2013,U.A.N.L.- Tigres,Puebla,0,0,D,,,,,,,,,,,,,,,1.49,3.96,6.76
2013/2014,Liga MX,22/09/2013,Club Leon,Guadalajara Chivas,2,1,H,,,,,,,,,,,,,,,1.58,3.69,5.85
2013/2014,Liga MX,22/09/2013,Atlas,Veracruz,3,3,D,,,,,,,,,,,,,,,2.14,3.26,3.28
2013/2014,Liga MX,22/09/2013,Toluca,Queretaro,4,0,H,,,,,,,,,,,,,,,1.77,3.42,4.47
2013/2014,Liga MX,28/09/2013,Queretaro,U.A.N.L.- Tigres,2,2,D,,,,,,,,,,,,,,,2.88,3.09,2.44
2013/2014,Liga MX,28/09/2013,Santos Laguna,Monarcas,3,1,H,,,,,,,,,,,,,,,2.09,3.25,3.43
2013/2014,Liga MX,28/09/2013,Cruz Azul,Club Leon,1,0,H,,,,,,,,,,,,,,,2.42,3.16,2.84
2013/2014,Liga MX,28/09/2013,Veracruz,Club America,0,1,A,,,,,,,,,,,,,,,4.84,3.51,1.7
2013/2014,Liga MX,29/09/2013,Monterrey,U.N.A.M.- Pumas,0,1,A,,,,,,,,,,,,,,,1.62,3.61,5.42
2013/2014,Liga MX,29/09/2013,Chiapas,Pachuca,2,1,H,,,,,,,,,,,,,,,2.02,3.3,3.52
2013/2014,Liga MX,29/09/2013,Puebla,Club Tijuana,2,0,H,,,,,,,,,,,,,,,2.76,3.12,2.51
2013/2014,Liga MX,29/09/2013,Toluca,Atlante,7,1,H,,,,,,,,,,,,,,,1.61,3.66,5.41
2013/2014,Liga MX,29/09/2013,Guadalajara Chivas,Atlas,1,1,D,,,,,,,,,,,,,,,2.23,3.12,3.2
2013/2014,Liga MX,02/10/2013,Club America,Club Tijuana,2,0,H,,,,,,,,,,,,,,,1.55,3.72,6.19
2013/2014,Liga MX,05/10/2013,Monarcas,Chiapas,2,1,H,,,,,,,,,,,,,,,1.77,3.51,4.38
2013/2014,Liga MX,05/10/2013,Club Tijuana,Queretaro,1,0,H,,,,,,,,,,,,,,,1.74,3.43,4.74
2013/2014,Liga MX,05/10/2013,Club America,Guadalajara Chivas,2,0,H,,,,,,,,,,,,,,,1.4,4.24,7.82
2013/2014,Liga MX,06/10/2013,Atlante,Monterrey,2,1,H,,,,,,,,,,,,,,,2.8,3.15,2.46
2013/2014,Liga MX,06/10/2013,Pachuca,Veracruz,1,1,D,,,,,,,,,,,,,,,1.96,3.34,3.66
2013/2014,Liga MX,06/10/2013,U.A.N.L.- Tigres,Toluca,1,2,A,,,,,,,,,,,,,,,1.92,3.29,3.9
2013/2014,Liga MX,06/10/2013,Club Leon,Puebla,3,1,H,,,,,,,,,,,,,,,1.48,3.88,6.87
2013/2014,Liga MX,06/10/2013,Atlas,Cruz Azul,1,2,A,,,,,,,,,,,,,,,2.95,3.09,2.4
2013/2014,Liga MX,06/10/2013,U.N.A.M.- Pumas,Santos Laguna,0,1,A,,,,,,,,,,,,,,,3.03,3.14,2.32
2013/2014,Liga MX,19/10/2013,Queretaro,Club Leon,2,0,H,,,,,,,,,,,,,,,3.31,3.13,2.17
2013/2014,Liga MX,19/10/2013,Santos Laguna,Monterrey,3,2,H,,,,,,,,,,,,,,,1.74,3.49,4.5
2013/2014,Liga MX,19/10/2013,Cruz Azul,Club America,1,1,D,,,,,,,,,,,,,,,2.84,3.17,2.43
2013/2014,Liga MX,19/10/2013,Veracruz,Monarcas,1,0,H,,,,,,,,,,,,,,,2.89,3.18,2.38
2013/2014,Liga MX,20/10/2013,U.A.N.L.- Tigres,Atlante,3,1,H,,,,,,,,,,,,,,,1.54,3.83,5.87
2013/2014,Liga MX,20/10/2013,Chiapas,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,1.88,3.33,4.06
2013/2014,Liga MX,20/10/2013,Puebla,Atlas,2,0,H,,,,,,,,,,,,,,,2.22,3.11,3.22
2013/2014,Liga MX,20/10/2013,Toluca,Club Tijuana,0,0,D,,,,,,,,,,,,,,,1.94,3.31,3.8
2013/2014,Liga MX,20/10/2013,Guadalajara Chivas,Pachuca,1,3,A,,,,,,,,,,,,,,,2.22,3.17,3.16
2013/2014,Liga MX,26/10/2013,Monarcas,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,1.58,3.77,5.53
2013/2014,Liga MX,26/10/2013,Club Tijuana,U.A.N.L.- Tigres,0,0,D,,,,,,,,,,,,,,,2.29,3.1,3.12
2013/2014,Liga MX,26/10/2013,Club America,Puebla,3,1,H,,,,,,,,,,,,,,,1.74,3.6,4.37
2013/2014,Liga MX,27/10/2013,Atlante,Santos Laguna,1,3,A,,,,,,,,,,,,,,,4.71,3.61,1.92
2013/2014,Liga MX,27/10/2013,Monterrey,Chiapas,1,1,D,,,,,,,,,,,,,,,2.26,3.2,3.12
2013/2014,Liga MX,27/10/2013,Pachuca,Cruz Azul,0,0,D,,,,,,,,,,,,,,,2.67,2.93,2.82
2013/2014,Liga MX,27/10/2013,Club Leon,Toluca,2,2,D,,,,,,,,,,,,,,,2.06,3.25,3.46
2013/2014,Liga MX,27/10/2013,Atlas,Queretaro,3,1,H,,,,,,,,,,,,,,,2.15,3.17,3.33
2013/2014,Liga MX,27/10/2013,U.N.A.M.- Pumas,Veracruz,0,0,D,,,,,,,,,,,,,,,2.27,3.22,3.03
2013/2014,Liga MX,30/10/2013,U.A.N.L.- Tigres,Club America,1,0,H,,,,,,,,,,,,,,,1.9,3.32,3.9
2013/2014,Liga MX,31/10/2013,Guadalajara Chivas,Santos Laguna,0,2,A,,,,,,,,,,,,,,,2.97,3.17,2.32
2013/2014,Liga MX,02/11/2013,Queretaro,Club America,0,0,D,,,,,,,,,,,,,,,2.74,3.06,2.56
2013/2014,Liga MX,02/11/2013,Club Tijuana,Atlante,4,1,H,,,,,,,,,,,,,,,1.47,3.99,6.48
2013/2014,Liga MX,02/11/2013,Cruz Azul,Monarcas,1,0,H,,,,,,,,,,,,,,,1.88,3.37,3.97
2013/2014,Liga MX,02/11/2013,Veracruz,Monterrey,0,3,A,,,,,,,,,,,,,,,2.14,3.28,3.22
2013/2014,Liga MX,03/11/2013,U.A.N.L.- Tigres,Club Leon,1,1,D,,,,,,,,,,,,,,,2.05,3.22,3.53
2013/2014,Liga MX,03/11/2013,Chiapas,Santos Laguna,2,1,H,,,,,,,,,,,,,,,2.24,3.21,3.14
2013/2014,Liga MX,03/11/2013,Puebla,Pachuca,1,1,D,,,,,,,,,,,,,,,2.13,3.22,3.31
2013/2014,Liga MX,03/11/2013,Toluca,Atlas,1,1,D,,,,,,,,,,,,,,,1.53,3.82,6.07
2013/2014,Liga MX,03/11/2013,Guadalajara Chivas,U.N.A.M.- Pumas,1,0,H,,,,,,,,,,,,,,,2.3,3.05,3.13
2013/2014,Liga MX,09/11/2013,Monarcas,Puebla,1,0,H,,,,,,,,,,,,,,,1.52,3.89,6.12
2013/2014,Liga MX,09/11/2013,Santos Laguna,Veracruz,2,2,D,,,,,,,,,,,,,,,1.55,3.82,5.93
2013/2014,Liga MX,09/11/2013,Club America,Toluca,1,1,D,,,,,,,,,,,,,,,2.55,3.19,2.65
2013/2014,Liga MX,10/11/2013,Atlante,Chiapas,2,0,H,,,,,,,,,,,,,,,3.2,3.27,2.16
2013/2014,Liga MX,10/11/2013,Monterrey,Guadalajara Chivas,2,1,H,,,,,,,,,,,,,,,1.8,3.4,4.29
2013/2014,Liga MX,10/11/2013,Pachuca,Queretaro,0,1,A,,,,,,,,,,,,,,,2.71,3.08,2.58
2013/2014,Liga MX,10/11/2013,Club Leon,Club Tijuana,5,0,H,,,,,,,,,,,,,,,1.89,3.31,4.02
2013/2014,Liga MX,10/11/2013,Atlas,U.A.N.L.- Tigres,0,1,A,,,,,,,,,,,,,,,3.64,3.28,2
2013/2014,Liga MX,10/11/2013,U.N.A.M.- Pumas,Cruz Azul,2,2,D,,,,,,,,,,,,,,,3.73,3.19,2
2014/2015,Liga MX,19/07/2014,Queretaro,U.N.A.M.- Pumas,1,3,A,,,,,,,,,,,,,,,2.49,3,2.89
2014/2015,Liga MX,19/07/2014,Club Tijuana,Puebla,0,1,A,,,,,,,,,,,,,,,1.55,3.76,5.85
2014/2015,Liga MX,19/07/2014,Cruz Azul,Pachuca,0,1,A,,,,,,,,,,,,,,,1.79,3.44,4.3
2014/2015,Liga MX,19/07/2014,Veracruz,Santos Laguna,0,1,A,,,,,,,,,,,,,,,2.87,3.11,2.41
2014/2015,Liga MX,20/07/2014,Monterrey,Leones Negros,3,1,H,,,,,,,,,,,,,,,1.72,3.48,4.71
2014/2015,Liga MX,20/07/2014,Club Leon,Club America,1,2,A,,,,,,,,,,,,,,,2.22,3.25,3.11
2014/2015,Liga MX,20/07/2014,Atlas,U.A.N.L.- Tigres,0,0,D,,,,,,,,,,,,,,,2.87,3.04,2.48
2014/2015,Liga MX,20/07/2014,Toluca,Monarcas,0,0,D,,,,,,,,,,,,,,,2.03,3.23,3.58
2014/2015,Liga MX,20/07/2014,Guadalajara Chivas,Chiapas,1,1,D,,,,,,,,,,,,,,,1.89,3.29,4.02
2014/2015,Liga MX,26/07/2014,Monarcas,Atlas,0,2,A,,,,,,,,,,,,,,,2.26,3.09,3.2
2014/2015,Liga MX,26/07/2014,Santos Laguna,Cruz Azul,1,1,D,,,,,,,,,,,,,,,2.2,3.21,3.17
2014/2015,Liga MX,26/07/2014,Club America,Club Tijuana,2,1,H,,,,,,,,,,,,,,,1.68,3.57,4.93
2014/2015,Liga MX,26/07/2014,Puebla,Veracruz,0,0,D,,,,,,,,,,,,,,,2.13,3.18,3.37
2014/2015,Liga MX,27/07/2014,U.A.N.L.- Tigres,Club Leon,4,2,H,,,,,,,,,,,,,,,2.23,3.13,3.2
2014/2015,Liga MX,27/07/2014,Pachuca,Monterrey,0,1,A,,,,,,,,,,,,,,,2.38,3.15,2.91
2014/2015,Liga MX,27/07/2014,Chiapas,Toluca,2,1,H,,,,,,,,,,,,,,,2.65,3.07,2.64
2014/2015,Liga MX,27/07/2014,U.N.A.M.- Pumas,Guadalajara Chivas,0,1,A,,,,,,,,,,,,,,,2.23,3.06,3.31
2014/2015,Liga MX,27/07/2014,Leones Negros,Queretaro,0,1,A,,,,,,,,,,,,,,,2.41,3.11,2.92
2014/2015,Liga MX,02/08/2014,Queretaro,Pachuca,2,0,H,,,,,,,,,,,,,,,2.92,3.1,2.41
2014/2015,Liga MX,02/08/2014,Club Tijuana,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,2.8,3.03,2.54
2014/2015,Liga MX,02/08/2014,Cruz Azul,Veracruz,0,0,D,,,,,,,,,,,,,,,1.52,3.81,6.26
2014/2015,Liga MX,02/08/2014,Puebla,Club America,0,4,A,,,,,,,,,,,,,,,3.48,3.26,2.05
2014/2015,Liga MX,03/08/2014,Monterrey,Santos Laguna,0,0,D,,,,,,,,,,,,,,,2.13,3.28,3.27
2014/2015,Liga MX,03/08/2014,Club Leon,Monarcas,4,0,H,,,,,,,,,,,,,,,1.75,3.47,4.49
2014/2015,Liga MX,03/08/2014,Atlas,Chiapas,4,2,H,,,,,,,,,,,,,,,2.07,3.2,3.51
2014/2015,Liga MX,03/08/2014,Toluca,U.N.A.M.- Pumas,2,1,H,,,,,,,,,,,,,,,1.89,3.24,4.12
2014/2015,Liga MX,09/08/2014,Monarcas,Club Tijuana,0,0,D,,,,,,,,,,,,,,,2.33,3.12,3.01
2014/2015,Liga MX,09/08/2014,Veracruz,Monterrey,2,1,H,,,,,,,,,,,,,,,3.21,3.12,2.24
2014/2015,Liga MX,09/08/2014,Cruz Azul,Puebla,1,0,H,,,,,,,,,,,,,,,1.54,3.73,6.1
2014/2015,Liga MX,10/08/2014,U.A.N.L.- Tigres,Club America,0,2,A,,,,,,,,,,,,,,,2.24,3.07,3.24
2014/2015,Liga MX,10/08/2014,Santos Laguna,Queretaro,2,3,A,,,,,,,,,,,,,,,1.57,3.74,5.75
2014/2015,Liga MX,10/08/2014,Pachuca,Guadalajara Chivas,3,0,H,,,,,,,,,,,,,,,2.17,3.11,3.33
2014/2015,Liga MX,10/08/2014,Chiapas,Club Leon,3,2,H,,,,,,,,,,,,,,,3.02,3.16,2.31
2014/2015,Liga MX,10/08/2014,U.N.A.M.- Pumas,Atlas,0,1,A,,,,,,,,,,,,,,,2.37,3.03,3.05
2014/2015,Liga MX,10/08/2014,Leones Negros,Toluca,0,0,D,,,,,,,,,,,,,,,3.15,3.07,2.29
2014/2015,Liga MX,15/08/2014,Club Leon,U.N.A.M.- Pumas,2,1,H,,,,,,,,,,,,,,,1.76,3.57,4.34
2014/2015,Liga MX,16/08/2014,Queretaro,Veracruz,0,0,D,,,,,,,,,,,,,,,1.98,3.21,3.79
2014/2015,Liga MX,16/08/2014,Club Tijuana,Chiapas,2,1,H,,,,,,,,,,,,,,,1.99,3.26,3.73
2014/2015,Liga MX,16/08/2014,Club America,Monarcas,3,2,H,,,,,,,,,,,,,,,1.56,3.85,5.64
2014/2015,Liga MX,16/08/2014,Puebla,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,3.4,3.1,2.16
2014/2015,Liga MX,17/08/2014,Monterrey,Cruz Azul,3,1,H,,,,,,,,,,,,,,,2.63,3.12,2.66
2014/2015,Liga MX,17/08/2014,Atlas,Leones Negros,1,0,H,,,,,,,,,,,,,,,1.72,3.38,4.94
2014/2015,Liga MX,17/08/2014,Toluca,Pachuca,3,0,H,,,,,,,,,,,,,,,2.09,3.17,3.51
2014/2015,Liga MX,17/08/2014,Guadalajara Chivas,Santos Laguna,0,1,A,,,,,,,,,,,,,,,2.57,3.07,2.75
2014/2015,Liga MX,23/08/2014,Monarcas,U.A.N.L.- Tigres,1,5,A,,,,,,,,,,,,,,,3.23,3.14,2.2
2014/2015,Liga MX,23/08/2014,Santos Laguna,Toluca,3,0,H,,,,,,,,,,,,,,,2.11,3.27,3.32
2014/2015,Liga MX,23/08/2014,Cruz Azul,Queretaro,2,1,H,,,,,,,,,,,,,,,1.71,3.45,4.87
2014/2015,Liga MX,23/08/2014,Veracruz,Guadalajara Chivas,0,0,D,,,,,,,,,,,,,,,2.71,3,2.64
2014/2015,Liga MX,24/08/2014,Monterrey,Puebla,1,0,H,,,,,,,,,,,,,,,1.6,3.58,5.65
2014/2015,Liga MX,24/08/2014,Pachuca,Atlas,3,1,H,,,,,,,,,,,,,,,2.27,3.12,3.13
2014/2015,Liga MX,24/08/2014,Chiapas,Club America,0,0,D,,,,,,,,,,,,,,,2.89,3.31,2.32
2014/2015,Liga MX,24/08/2014,U.N.A.M.- Pumas,Club Tijuana,1,1,D,,,,,,,,,,,,,,,2.26,3.13,3.14
2014/2015,Liga MX,24/08/2014,Leones Negros,Club Leon,1,0,H,,,,,,,,,,,,,,,3.66,3.2,2.01
2014/2015,Liga MX,30/08/2014,Queretaro,Monterrey,0,1,A,,,,,,,,,,,,,,,2.6,3.1,2.66
2014/2015,Liga MX,30/08/2014,Club Tijuana,Leones Negros,1,1,D,,,,,,,,,,,,,,,1.55,3.69,6.13
2014/2015,Liga MX,30/08/2014,Club America,U.N.A.M.- Pumas,0,1,A,,,,,,,,,,,,,,,1.6,3.72,5.33
2014/2015,Liga MX,30/08/2014,Puebla,Monarcas,3,2,H,,,,,,,,,,,,,,,2.46,3.09,2.86
2014/2015,Liga MX,31/08/2014,U.A.N.L.- Tigres,Chiapas,0,2,A,,,,,,,,,,,,,,,1.63,3.63,5.12
2014/2015,Liga MX,31/08/2014,Club Leon,Pachuca,1,2,A,,,,,,,,,,,,,,,1.85,3.42,3.98
2014/2015,Liga MX,31/08/2014,Atlas,Santos Laguna,1,1,D,,,,,,,,,,,,,,,2.3,3.17,3
2014/2015,Liga MX,31/08/2014,Toluca,Veracruz,2,1,H,,,,,,,,,,,,,,,1.64,3.53,5.33
2014/2015,Liga MX,31/08/2014,Guadalajara Chivas,Cruz Azul,0,0,D,,,,,,,,,,,,,,,2.75,3.02,2.58
2014/2015,Liga MX,07/09/2014,Guadalajara Chivas,Leones Negros,3,0,H,,,,,,,,,,,,,,,1.84,3.29,4.36
2014/2015,Liga MX,13/09/2014,Queretaro,Puebla,1,1,D,,,,,,,,,,,,,,,1.81,3.3,4.48
2014/2015,Liga MX,13/09/2014,Veracruz,Atlas,1,1,D,,,,,,,,,,,,,,,2.73,3.06,2.57
2014/2015,Liga MX,13/09/2014,Santos Laguna,Club Leon,2,0,H,,,,,,,,,,,,,,,2.31,3.23,2.95
2014/2015,Liga MX,13/09/2014,Cruz Azul,Toluca,1,2,A,,,,,,,,,,,,,,,2.07,3.2,3.52
2014/2015,Liga MX,14/09/2014,Pachuca,Club Tijuana,1,1,D,,,,,,,,,,,,,,,1.96,3.26,3.79
2014/2015,Liga MX,14/09/2014,Chiapas,Monarcas,1,1,D,,,,,,,,,,,,,,,1.93,3.35,3.77
2014/2015,Liga MX,14/09/2014,Leones Negros,Club America,0,0,D,,,,,,,,,,,,,,,4.57,3.46,1.75
2014/2015,Liga MX,14/09/2014,U.N.A.M.- Pumas,U.A.N.L.- Tigres,2,2,D,,,,,,,,,,,,,,,2.78,3.06,2.54
2014/2015,Liga MX,20/09/2014,Club Tijuana,Santos Laguna,4,1,H,,,,,,,,,,,,,,,2.37,3.18,2.89
2014/2015,Liga MX,20/09/2014,Monarcas,U.N.A.M.- Pumas,2,3,A,,,,,,,,,,,,,,,2.21,3.17,3.19
2014/2015,Liga MX,20/09/2014,Club America,Pachuca,2,1,H,,,,,,,,,,,,,,,1.71,3.59,4.55
2014/2015,Liga MX,20/09/2014,Puebla,Chiapas,1,1,D,,,,,,,,,,,,,,,2.43,3.09,2.85
2014/2015,Liga MX,21/09/2014,U.A.N.L.- Tigres,Leones Negros,1,0,H,,,,,,,,,,,,,,,1.51,3.84,6.31
2014/2015,Liga MX,21/09/2014,Club Leon,Veracruz,3,1,H,,,,,,,,,,,,,,,1.69,3.55,4.84
2014/2015,Liga MX,21/09/2014,Atlas,Cruz Azul,2,1,H,,,,,,,,,,,,,,,2.6,3.09,2.67
2014/2015,Liga MX,21/09/2014,Toluca,Monterrey,1,0,H,,,,,,,,,,,,,,,1.99,3.27,3.64
2014/2015,Liga MX,21/09/2014,Guadalajara Chivas,Queretaro,1,4,A,,,,,,,,,,,,,,,2.16,3.14,3.34
2014/2015,Liga MX,27/09/2014,Veracruz,Club Tijuana,1,0,H,,,,,,,,,,,,,,,2.53,3.07,2.79
2014/2015,Liga MX,27/09/2014,Queretaro,Toluca,1,1,D,,,,,,,,,,,,,,,2.73,3.06,2.59
2014/2015,Liga MX,27/09/2014,Santos Laguna,Club America,1,4,A,,,,,,,,,,,,,,,2.61,3.25,2.57
2014/2015,Liga MX,27/09/2014,Cruz Azul,Club Leon,1,0,H,,,,,,,,,,,,,,,1.85,3.43,4.05
2014/2015,Liga MX,28/09/2014,Monterrey,Atlas,2,1,H,,,,,,,,,,,,,,,2.19,3.16,3.25
2014/2015,Liga MX,28/09/2014,Pachuca,U.A.N.L.- Tigres,2,3,A,,,,,,,,,,,,,,,2.39,3.14,2.91
2014/2015,Liga MX,28/09/2014,Leones Negros,Monarcas,1,2,A,,,,,,,,,,,,,,,2.34,3.08,3.04
2014/2015,Liga MX,28/09/2014,U.N.A.M.- Pumas,Chiapas,2,2,D,,,,,,,,,,,,,,,2.12,3.25,3.34
2014/2015,Liga MX,28/09/2014,Guadalajara Chivas,Puebla,0,0,D,,,,,,,,,,,,,,,1.89,3.3,4.08
2014/2015,Liga MX,01/10/2014,Club Leon,Monterrey,1,3,A,,,,,,,,,,,,,,,1.93,3.35,3.84
2014/2015,Liga MX,01/10/2014,Atlas,Queretaro,2,1,H,,,,,,,,,,,,,,,2.08,3.17,3.56
2014/2015,Liga MX,01/10/2014,U.A.N.L.- Tigres,Santos Laguna,1,1,D,,,,,,,,,,,,,,,1.83,3.47,4.09
2014/2015,Liga MX,02/10/2014,Puebla,U.N.A.M.- Pumas,1,2,A,,,,,,,,,,,,,,,2.34,3.14,3.01
2014/2015,Liga MX,02/10/2014,Club America,Veracruz,2,0,H,,,,,,,,,,,,,,,1.39,4.29,7.8
2014/2015,Liga MX,02/10/2014,Monarcas,Pachuca,0,1,A,,,,,,,,,,,,,,,2.53,3.2,2.69
2014/2015,Liga MX,02/10/2014,Chiapas,Leones Negros,1,1,D,,,,,,,,,,,,,,,1.66,3.57,5.16
2014/2015,Liga MX,02/10/2014,Club Tijuana,Cruz Azul,0,0,D,,,,,,,,,,,,,,,2.51,3.1,2.79
2014/2015,Liga MX,03/10/2014,Toluca,Guadalajara Chivas,3,1,H,,,,,,,,,,,,,,,1.63,3.69,5.17
2014/2015,Liga MX,04/10/2014,Queretaro,Club Leon,1,2,A,,,,,,,,,,,,,,,2.24,3.23,3.09
2014/2015,Liga MX,04/10/2014,Cruz Azul,Club America,4,0,H,,,,,,,,,,,,,,,2.69,3.16,2.56
2014/2015,Liga MX,04/10/2014,Veracruz,U.A.N.L.- Tigres,0,1,A,,,,,,,,,,,,,,,3.45,3.1,2.14
2014/2015,Liga MX,05/10/2014,Monterrey,Club Tijuana,1,1,D,,,,,,,,,,,,,,,2.04,3.25,3.58
2014/2015,Liga MX,05/10/2014,Santos Laguna,Monarcas,2,2,D,,,,,,,,,,,,,,,1.65,3.72,4.87
2014/2015,Liga MX,05/10/2014,Pachuca,Chiapas,2,0,H,,,,,,,,,,,,,,,1.9,3.34,3.95
2014/2015,Liga MX,05/10/2014,Leones Negros,U.N.A.M.- Pumas,1,0,H,,,,,,,,,,,,,,,2.65,3.05,2.68
2014/2015,Liga MX,05/10/2014,Toluca,Puebla,1,1,D,,,,,,,,,,,,,,,1.61,3.61,5.58
2014/2015,Liga MX,05/10/2014,Guadalajara Chivas,Atlas,0,1,A,,,,,,,,,,,,,,,2.6,3.05,2.71
2014/2015,Liga MX,18/10/2014,Monarcas,Veracruz,0,1,A,,,,,,,,,,,,,,,1.99,3.18,3.83
2014/2015,Liga MX,18/10/2014,Club Tijuana,Queretaro,2,1,H,,,,,,,,,,,,,,,2.09,3.2,3.49
2014/2015,Liga MX,18/10/2014,Club America,Monterrey,2,0,H,,,,,,,,,,,,,,,1.7,3.57,4.79
2014/2015,Liga MX,18/10/2014,Puebla,Leones Negros,1,1,D,,,,,,,,,,,,,,,2.08,3.16,3.52
2014/2015,Liga MX,19/10/2014,U.A.N.L.- Tigres,Cruz Azul,1,0,H,,,,,,,,,,,,,,,2.2,3.17,3.24
2014/2015,Liga MX,19/10/2014,Club Leon,Guadalajara Chivas,2,1,H,,,,,,,,,,,,,,,1.84,3.35,4.22
2014/2015,Liga MX,19/10/2014,Atlas,Toluca,0,2,A,,,,,,,,,,,,,,,2.5,3.05,2.86
2014/2015,Liga MX,19/10/2014,Chiapas,Santos Laguna,2,0,H,,,,,,,,,,,,,,,2.22,3.24,3.12
2014/2015,Liga MX,19/10/2014,U.N.A.M.- Pumas,Pachuca,1,1,D,,,,,,,,,,,,,,,2.53,3.15,2.74
2014/2015,Liga MX,25/10/2014,Queretaro,Club America,3,2,H,,,,,,,,,,,,,,,3.42,3.22,2.1
2014/2015,Liga MX,25/10/2014,Santos Laguna,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,1.7,3.6,4.71
