,Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,HO,AO,OddH,OddD,OddA,Margin,ProbH,ProbD,ProbA
78,2000-2001,E0,2000-10-01,Sunderland,Leicester,0.0,0.0,D,0.0,0.0,D,Steve Lodge,11.0,8.0,5.0,2.0,12.0,8.0,3.0,1.0,0.0,0.0,4.0,9.0,2.05,3.2,3.15,0.03925506516969931,0.44854981287908124,0.2732449348303007,0.27820525229061815
79,2000-2001,E0,2000-10-14,Arsenal,Aston Villa,1.0,0.0,H,0.0,0.0,D,Rob Harris,16.0,8.0,10.0,3.0,12.0,20.0,1.0,4.0,0.0,1.0,3.0,3.0,1.47,3.5,6.0,0.044217687074829946,0.6360544217687074,0.24149659863945575,0.1224489795918367
80,2000-2001,E0,2000-10-14,Coventry,Tottenham,2.0,1.0,H,2.0,0.0,H,Peter Jones,0.0,4.0,5.0,5.0,12.0,16.0,0.0,4.0,1.0,0.0,3.0,6.0,2.6,3.1,2.4,0.04128756548111386,0.34332781913427074,0.28129307968017647,0.37537910118555284
81,2000-2001,E0,2000-10-14,Everton,Southampton,1.0,1.0,D,0.0,0.0,D,David Ellaray,7.0,7.0,3.0,4.0,16.0,13.0,1.0,3.0,0.0,0.0,1.0,1.0,1.85,3.25,3.7,0.03950103950103948,0.501039501039501,0.2681912681912682,0.23076923076923075
82,2000-2001,E0,2000-10-14,Ipswich,West Ham,1.0,1.0,D,1.0,0.0,H,Neale Barry,11.0,7.0,8.0,2.0,10.0,11.0,0.0,4.0,0.0,0.0,1.0,5.0,2.2,3.2,2.9,0.03729101358411705,0.41725444096133746,0.27520898641588293,0.3075365726227795
83,2000-2001,E0,2000-10-14,Leeds,Charlton,3.0,1.0,H,1.0,0.0,H,Mike Dean,22.0,10.0,10.0,8.0,7.0,9.0,0.0,1.0,0.0,0.0,2.0,1.0,1.5,3.25,6.3,0.044363044363044356,0.6223036223036222,0.2633292633292634,0.11436711436711436
84,2000-2001,E0,2000-10-14,Leicester,Man United,0.0,3.0,A,0.0,1.0,A,Paul Durkin,10.0,16.0,4.0,5.0,8.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,3.7,3.3,1.85,0.03794703794703791,0.23232323232323232,0.26508326508326513,0.5025935025935026
85,2000-2001,E0,2000-10-14,Man City,Bradford,2.0,0.0,H,2.0,0.0,H,Barry Knight,13.0,10.0,10.0,2.0,10.0,16.0,0.0,2.0,0.0,0.0,7.0,8.0,1.7,3.35,4.2,0.04161266496648408,0.546622629151163,0.25689479772008306,0.196482573128754
86,2000-2001,E0,2000-10-14,Sunderland,Chelsea,1.0,0.0,H,0.0,0.0,D,Jeff Winter,16.0,11.0,11.0,2.0,12.0,18.0,0.0,1.0,1.0,1.0,3.0,1.0,3.05,3.05,2.15,0.040284661329266745,0.2875841911297497,0.2875841911297497,0.4248316177405007
87,2000-2001,E0,2000-10-15,Derby,Liverpool,0.0,4.0,A,0.0,1.0,A,Steve Bennett,6.0,16.0,0.0,11.0,18.0,13.0,1.0,1.0,0.0,0.0,5.0,9.0,3.3,3.2,1.95,0.04278360528360533,0.26024669774669773,0.2697163947163947,0.4700369075369076
88,2000-2001,E0,2000-10-16,Middlesbrough,Newcastle,1.0,3.0,A,0.0,1.0,A,Steve Dunn,8.0,15.0,2.0,8.0,8.0,13.0,2.0,1.0,0.0,0.0,4.0,4.0,2.45,3.1,2.55,0.0409669244041703,0.3671963409019521,0.28161372075712,0.35118993834092777
89,2000-2001,E0,2000-10-21,Bradford,Ipswich,0.0,2.0,A,0.0,1.0,A,Paul Taylor,7.0,12.0,3.0,3.0,15.0,14.0,1.0,0.0,0.0,0.0,6.0,3.0,2.3,3.15,2.75,0.03862642993077777,0.39615617876487447,0.2788338875295397,0.3250099337055859
90,2000-2001,E0,2000-10-21,Charlton,Middlesbrough,1.0,0.0,H,0.0,0.0,D,Mike Riley,5.0,8.0,2.0,6.0,11.0,19.0,2.0,2.0,0.0,0.0,4.0,2.0,2.2,3.25,2.8,0.039793539793539834,0.4147519147519147,0.2678987678987679,0.3173493173493173
91,2000-2001,E0,2000-10-21,Chelsea,Coventry,6.0,1.0,H,2.0,0.0,H,Steve Lodge,33.0,3.0,19.0,3.0,6.0,8.0,0.0,1.0,0.0,1.0,3.0,5.0,1.4,3.8,6.5,0.043763254289570064,0.6705224599961442,0.21939464044727203,0.11008289955658379
92,2000-2001,E0,2000-10-21,Liverpool,Leicester,1.0,0.0,H,0.0,0.0,D,Andy D'Urso,24.0,8.0,11.0,3.0,8.0,10.0,1.0,2.0,0.0,0.0,1.0,3.0,1.5,3.5,5.5,0.044733044733044736,0.6219336219336219,0.24098124098124096,0.1370851370851371
93,2000-2001,E0,2000-10-21,Man United,Leeds,3.0,0.0,H,1.0,0.0,H,Jeff Winter,26.0,5.0,14.0,0.0,9.0,18.0,0.0,2.0,0.0,0.0,1.0,9.0,1.5,3.55,6.0,0.03834115805946792,0.6283255086071987,0.24334898278560252,0.12832550860719874
94,2000-2001,E0,2000-10-21,Newcastle,Everton,0.0,1.0,A,0.0,0.0,D,Mark Halsey,11.0,9.0,4.0,4.0,9.0,12.0,1.0,3.0,0.0,0.0,3.0,3.0,1.6,3.4,5.0,0.03970588235294118,0.5852941176470589,0.25441176470588234,0.16029411764705884
95,2000-2001,E0,2000-10-21,Tottenham,Derby,3.0,1.0,H,2.0,1.0,H,Mike Dean,18.0,8.0,8.0,7.0,9.0,16.0,1.0,2.0,0.0,0.0,7.0,6.0,1.55,3.4,5.65,0.038756695941294016,0.6064045943812866,0.25536095111752954,0.13823445450118385
96,2000-2001,E0,2000-10-21,West Ham,Arsenal,1.0,2.0,A,0.0,2.0,A,Dermot Gallagher,11.0,13.0,3.0,5.0,15.0,11.0,1.0,0.0,0.0,0.0,5.0,6.0,3.35,3.2,1.95,0.041275991835693304,0.25723147085087383,0.2712240081643067,0.4715445209848196
97,2000-2001,E0,2000-10-22,Aston Villa,Sunderland,0.0,0.0,D,0.0,0.0,D,Rob Styles,17.0,7.0,4.0,3.0,11.0,17.0,1.0,3.0,0.0,0.0,4.0,4.0,1.75,3.35,4.0,0.03997867803837951,0.5314498933901919,0.2585287846481876,0.2100213219616205
98,2000-2001,E0,2000-10-23,Southampton,Man City,0.0,2.0,A,0.0,1.0,A,Alan Wiley,19.0,11.0,6.0,4.0,10.0,15.0,1.0,2.0,0.0,0.0,2.0,0.0,1.95,3.2,3.4,0.03981271995977879,0.4730077928607341,0.2726872800402212,0.25430492709904473
99,2000-2001,E0,2000-10-28,Arsenal,Man City,5.0,0.0,H,1.0,0.0,H,Rob Styles,22.0,6.0,14.0,2.0,6.0,13.0,0.0,3.0,0.0,1.0,7.0,4.0,1.31,4.25,8.0,0.04121763209100434,0.7221411465349498,0.19407648555605447,0.08378236790899565
100,2000-2001,E0,2000-10-28,Aston Villa,Charlton,2.0,1.0,H,2.0,0.0,H,Dermot Gallagher,12.0,7.0,7.0,4.0,13.0,11.0,3.0,2.0,0.0,0.0,3.0,4.0,1.7,4.3,3.2,0.044431144550843626,0.5438041495668035,0.1881269949840401,0.2680688554491564
101,2000-2001,E0,2000-10-28,Chelsea,Tottenham,3.0,0.0,H,2.0,0.0,H,Steve Dunn,9.0,6.0,7.0,3.0,12.0,14.0,3.0,3.0,0.0,0.0,5.0,2.0,1.66,3.2,4.7,0.0425585320003418,0.5598511065538752,0.2699414679996582,0.17020742544646672
102,2000-2001,E0,2000-10-28,Ipswich,Middlesbrough,2.0,1.0,H,2.0,0.0,H,Neale Barry,19.0,7.0,11.0,3.0,8.0,17.0,0.0,2.0,0.0,0.0,1.0,4.0,2.2,3.2,2.85,0.039307549175970236,0.4152379053694843,0.27319245082402976,0.3115696438064859
103,2000-2001,E0,2000-10-28,Leicester,Derby,2.0,1.0,H,1.0,1.0,D,Graham Poll,9.0,7.0,5.0,2.0,9.0,18.0,0.0,3.0,0.0,0.0,2.0,1.0,1.6,3.35,4.9,0.04252969844654279,0.5824703015534572,0.25597776424002433,0.16155193420651842
104,2000-2001,E0,2000-10-28,Man United,Southampton,5.0,0.0,H,2.0,0.0,H,Andy D'Urso,16.0,12.0,8.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,5.0,1.2,5.3,10.0,0.04067085953878413,0.7926624737945492,0.14800838574423475,0.059329140461215873
105,2000-2001,E0,2000-10-28,Sunderland,Coventry,1.0,0.0,H,0.0,0.0,D,Alan Wiley,11.0,10.0,7.0,4.0,17.0,10.0,2.0,2.0,0.0,0.0,3.0,12.0,1.8,3.2,3.9,0.04148860398860399,0.5140669515669516,0.271011396011396,0.21492165242165245
106,2000-2001,E0,2000-10-28,West Ham,Newcastle,1.0,0.0,H,0.0,0.0,D,Mike Riley,11.0,12.0,4.0,5.0,15.0,10.0,3.0,2.0,0.0,0.0,1.0,3.0,2.5,3.05,2.6,0.03749474569146701,0.36250525430853303,0.29037410676754943,0.3471206389239176
107,2000-2001,E0,2000-10-29,Bradford,Leeds,1.0,1.0,D,1.0,0.0,H,Steve Lodge,11.0,12.0,6.0,9.0,15.0,15.0,3.0,4.0,0.0,0.0,3.0,8.0,3.1,3.15,2.1,0.03874381293736132,0.28383683222392897,0.2787165045229561,0.4374466632531148
108,2000-2001,E0,2000-10-29,Liverpool,Everton,3.0,1.0,H,1.0,1.0,D,Paul Durkin,10.0,9.0,8.0,7.0,10.0,10.0,0.0,1.0,0.0,1.0,7.0,5.0,1.75,3.3,4.1,0.039453771161088204,0.5319748002674832,0.2635765318692148,0.20444866786330207
109,2000-2001,E0,2000-11-04,Charlton,Bradford,2.0,0.0,H,2.0,0.0,H,Neale Barry,11.0,12.0,7.0,8.0,10.0,20.0,0.0,1.0,0.0,1.0,9.0,1.0,1.7,3.25,4.5,0.03938327467739233,0.5488520194402547,0.2683090330149154,0.18283894754482988
110,2000-2001,E0,2000-11-04,Coventry,Man United,1.0,2.0,A,0.0,2.0,A,Graham Poll,4.0,11.0,2.0,6.0,17.0,8.0,1.0,1.0,0.0,0.0,4.0,5.0,4.55,3.35,1.66,0.04023244034033461,0.17954777943988517,0.2582750223462325,0.5621771982138823
111,2000-2001,E0,2000-11-04,Leeds,Liverpool,4.0,3.0,H,1.0,2.0,A,David Ellaray,10.0,14.0,7.0,8.0,18.0,18.0,1.0,4.0,0.0,0.0,10.0,4.0,2.3,3.0,2.85,0.039664378337147234,0.39511823035850496,0.29366895499618606,0.31121281464530887
112,2000-2001,E0,2000-11-04,Man City,Leicester,0.0,1.0,A,0.0,0.0,D,Mark Halsey,14.0,3.0,3.0,2.0,12.0,14.0,1.0,2.0,0.0,0.0,0.0,8.0,2.3,3.1,2.75,0.04033320583110204,0.39444940286455016,0.28224743933018825,0.3233031578052616
113,2000-2001,E0,2000-11-04,Middlesbrough,Arsenal,0.0,1.0,A,0.0,1.0,A,Andy D'Urso,4.0,11.0,3.0,8.0,10.0,11.0,1.0,1.0,1.0,0.0,3.0,4.0,3.55,3.2,1.9,0.04016864343958485,0.2415214974054856,0.2723313565604151,0.4861471460340993
114,2000-2001,E0,2000-11-04,Newcastle,Ipswich,2.0,1.0,H,1.0,1.0,D,Alan Wiley,11.0,8.0,6.0,5.0,13.0,7.0,1.0,0.0,0.0,0.0,7.0,5.0,1.75,3.2,4.35,0.03793787629994524,0.5334906951286261,0.2745621237000548,0.19194718117131915
115,2000-2001,E0,2000-11-04,Southampton,Chelsea,3.0,2.0,H,2.0,0.0,H,Jeff Winter,10.0,9.0,4.0,4.0,16.0,11.0,4.0,2.0,0.0,0.0,3.0,2.0,3.4,3.1,2.0,0.03889943074003795,0.2552182163187856,0.2836812144212524,0.46110056925996207
116,2000-2001,E0,2000-11-04,Tottenham,Sunderland,2.0,1.0,H,1.0,0.0,H,Dermot Gallagher,11.0,12.0,6.0,3.0,18.0,9.0,1.0,0.0,1.0,0.0,3.0,4.0,1.85,3.25,3.6,0.042003542003541984,0.49853699853699845,0.2656887656887657,0.2357742357742358
117,2000-2001,E0,2000-11-05,Everton,Aston Villa,0.0,1.0,A,0.0,0.0,D,Steve Lodge,14.0,4.0,6.0,1.0,17.0,23.0,3.0,2.0,0.0,0.0,1.0,1.0,2.3,3.0,2.9,0.037647842745294056,0.3971347659503582,0.2956854905880393,0.30717974346160254
118,2000-2001,E0,2000-11-06,Derby,West Ham,0.0,0.0,D,0.0,0.0,D,Paul Durkin,14.0,6.0,2.0,6.0,14.0,18.0,1.0,1.0,0.0,0.0,1.0,2.0,2.6,3.15,2.4,0.03958078958078959,0.345034595034595,0.27787952787952785,0.3770858770858771
119,2000-2001,E0,2000-11-11,Arsenal,Derby,0.0,0.0,D,0.0,0.0,D,Steve Lodge,15.0,9.0,9.0,2.0,12.0,13.0,0.0,2.0,0.0,0.0,9.0,3.0,1.2,5.5,10.0,0.03838383838383841,0.794949494949495,0.14343434343434341,0.0616161616161616
120,2000-2001,E0,2000-11-11,Aston Villa,Tottenham,2.0,0.0,H,1.0,0.0,H,Barry Knight,11.0,3.0,6.0,2.0,15.0,13.0,0.0,3.0,0.0,0.0,1.0,3.0,1.8,3.15,3.9,0.04314204314204314,0.5124135124135124,0.2743182743182743,0.2132682132682133
121,2000-2001,E0,2000-11-11,Bradford,Everton,0.0,1.0,A,0.0,0.0,D,Rob Harris,11.0,9.0,6.0,4.0,8.0,18.0,1.0,2.0,0.0,0.0,3.0,5.0,2.55,3.15,2.45,0.03926014850384596,0.35289671424125213,0.2782001689564715,0.36890311680227644
122,2000-2001,E0,2000-11-11,Ipswich,Charlton,2.0,0.0,H,0.0,0.0,D,Steve Bennett,30.0,7.0,13.0,4.0,8.0,12.0,0.0,2.0,0.0,0.0,2.0,4.0,1.9,3.15,3.6,0.04051796157059314,0.48579782790309106,0.2769423558897243,0.23725981620718464
123,2000-2001,E0,2000-11-11,Leicester,Newcastle,1.0,1.0,D,0.0,0.0,D,Rob Styles,8.0,7.0,4.0,1.0,7.0,8.0,1.0,1.0,0.0,0.0,6.0,3.0,2.15,3.05,3.1,0.03852192556335806,0.4265943535064094,0.2893469268956584,0.2840587195979323
124,2000-2001,E0,2000-11-11,Man United,Middlesbrough,2.0,1.0,H,0.0,1.0,A,Paul Durkin,18.0,5.0,11.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,8.0,5.0,1.21,5.15,10.0,0.040207012757763026,0.7862392682339725,0.15396774452379036,0.05979298724223698
125,2000-2001,E0,2000-11-11,Sunderland,Southampton,2.0,2.0,D,1.0,1.0,D,Mike Dean,11.0,10.0,5.0,5.0,13.0,21.0,1.0,1.0,0.0,0.0,3.0,4.0,1.66,3.3,4.7,0.039401966343776205,0.5630076722104407,0.26362833668652685,0.1733639911030323
126,2000-2001,E0,2000-11-11,West Ham,Man City,4.0,1.0,H,0.0,1.0,A,Jeff Winter,22.0,10.0,11.0,5.0,7.0,7.0,1.0,1.0,0.0,0.0,7.0,6.0,1.8,3.2,3.9,0.04148860398860399,0.5140669515669516,0.271011396011396,0.21492165242165245
127,2000-2001,E0,2000-11-12,Chelsea,Leeds,1.0,1.0,D,0.0,0.0,D,Graham Poll,12.0,11.0,7.0,3.0,19.0,24.0,4.0,4.0,0.0,0.0,2.0,6.0,1.85,3.25,3.55,0.04330766302597285,0.49723287751456763,0.2643846446663349,0.23838247781909758
128,2000-2001,E0,2000-11-12,Liverpool,Coventry,4.0,1.0,H,1.0,0.0,H,Mike Riley,19.0,10.0,13.0,5.0,10.0,12.0,1.0,0.0,0.0,0.0,4.0,1.0,1.3,4.5,8.0,0.03881766381766383,0.7304131054131053,0.18340455840455838,0.08618233618233617
129,2000-2001,E0,2000-11-18,Charlton,Chelsea,2.0,0.0,H,1.0,0.0,H,Paul Durkin,10.0,13.0,6.0,3.0,18.0,22.0,2.0,3.0,0.0,0.0,5.0,1.0,3.2,3.1,2.05,0.040961841070023576,0.2715381589299764,0.2816188040912667,0.44684303697875694
130,2000-2001,E0,2000-11-18,Derby,Bradford,2.0,0.0,H,0.0,0.0,D,Andy D'Urso,7.0,7.0,3.0,4.0,10.0,18.0,3.0,1.0,0.0,0.0,2.0,3.0,1.85,3.25,3.55,0.04330766302597285,0.49723287751456763,0.2643846446663349,0.23838247781909758
131,2000-2001,E0,2000-11-18,Everton,Arsenal,2.0,0.0,H,0.0,0.0,D,Mike Riley,4.0,4.0,2.0,2.0,20.0,12.0,3.0,1.0,0.0,0.0,2.0,4.0,3.7,3.2,1.85,0.04110360360360351,0.2291666666666667,0.2713963963963965,0.49943693693693697
132,2000-2001,E0,2000-11-18,Leeds,West Ham,0.0,1.0,A,0.0,1.0,A,Paul Taylor,15.0,4.0,6.0,3.0,14.0,19.0,1.0,1.0,0.0,0.0,0.0,4.0,1.6,3.4,5.0,0.03970588235294118,0.5852941176470589,0.25441176470588234,0.16029411764705884
133,2000-2001,E0,2000-11-18,Man City,Man United,0.0,1.0,A,0.0,1.0,A,Steve Dunn,10.0,8.0,4.0,4.0,13.0,8.0,3.0,1.0,0.0,0.0,2.0,6.0,5.2,3.35,1.6,0.03860505166475314,0.15370264064293915,0.259902411021814,0.5863949483352469
134,2000-2001,E0,2000-11-18,Middlesbrough,Leicester,0.0,3.0,A,0.0,2.0,A,Alan Wiley,11.0,9.0,4.0,7.0,8.0,12.0,3.0,1.0,0.0,0.0,3.0,4.0,2.55,3.1,2.45,0.0409669244041703,0.35118993834092777,0.28161372075712,0.3671963409019521
135,2000-2001,E0,2000-11-18,Newcastle,Sunderland,1.0,2.0,A,1.0,0.0,H,Graham Poll,19.0,9.0,9.0,6.0,17.0,26.0,1.0,3.0,0.0,0.0,10.0,4.0,1.85,3.25,3.65,0.04073515032419136,0.4998053902163491,0.26695715736811637,0.23323745241553465
136,2000-2001,E0,2000-11-18,Southampton,Aston Villa,2.0,0.0,H,2.0,0.0,H,Peter Jones,7.0,9.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,3.0,2.0,2.65,3.05,2.4,0.040631336563906974,0.33672715400213077,0.28723751589510943,0.3760353301027597
137,2000-2001,E0,2000-11-19,Tottenham,Liverpool,2.0,1.0,H,2.0,1.0,H,Mark Halsey,6.0,9.0,4.0,4.0,11.0,13.0,1.0,2.0,0.0,0.0,3.0,3.0,2.65,3.25,2.3,0.039944468984665894,0.33741402158137185,0.2677478387076418,0.3948381397109863
138,2000-2001,E0,2000-11-20,Coventry,Ipswich,0.0,1.0,A,0.0,0.0,D,David Ellaray,12.0,10.0,5.0,4.0,10.0,12.0,1.0,1.0,0.0,0.0,6.0,4.0,2.4,2.95,2.75,0.03976202705016263,0.37690463961650406,0.299221023797295,0.323874336586201
139,2000-2001,E0,2000-11-25,Charlton,Sunderland,0.0,1.0,A,0.0,0.0,D,Steve Dunn,10.0,8.0,2.0,3.0,16.0,16.0,0.0,1.0,0.0,0.0,7.0,4.0,2.1,3.2,3.0,0.040674603174603176,0.43551587301587297,0.2718253968253968,0.2926587301587301
140,2000-2001,E0,2000-11-25,Coventry,Aston Villa,1.0,1.0,D,0.0,1.0,A,Jeff Winter,10.0,7.0,2.0,4.0,9.0,19.0,1.0,2.0,0.0,0.0,2.0,5.0,2.75,3.15,2.3,0.03862642993077777,0.3250099337055859,0.2788338875295397,0.39615617876487447
141,2000-2001,E0,2000-11-25,Derby,Man United,0.0,3.0,A,0.0,0.0,D,David Ellaray,1.0,12.0,0.0,7.0,12.0,12.0,2.0,1.0,0.0,0.0,3.0,4.0,6.0,3.6,1.45,0.04469987228607919,0.12196679438058747,0.2330779054916986,0.644955300127714
142,2000-2001,E0,2000-11-25,Everton,Chelsea,2.0,1.0,H,0.0,1.0,A,Rob Styles,11.0,10.0,5.0,6.0,11.0,18.0,0.0,3.0,0.0,1.0,2.0,1.0,2.55,3.1,2.5,0.038245835968796126,0.353911026776302,0.2843348091924942,0.3617541640312039
143,2000-2001,E0,2000-11-25,Man City,Ipswich,2.0,3.0,A,0.0,2.0,A,Mike Dean,9.0,11.0,4.0,4.0,8.0,5.0,0.0,2.0,0.0,0.0,7.0,2.0,2.25,3.15,2.8,0.03968253968253969,0.4047619047619047,0.27777777777777773,0.31746031746031744
144,2000-2001,E0,2000-11-25,Middlesbrough,Bradford,2.0,2.0,D,0.0,2.0,A,Paul Taylor,14.0,9.0,9.0,5.0,17.0,18.0,0.0,2.0,1.0,0.0,7.0,3.0,1.65,3.5,4.3,0.04144434376992515,0.564616262290681,0.24426994194436055,0.19111379576495857
145,2000-2001,E0,2000-11-25,Southampton,West Ham,2.0,3.0,A,1.0,2.0,A,Steve Bennett,10.0,14.0,5.0,8.0,12.0,10.0,1.0,2.0,0.0,0.0,2.0,2.0,2.3,3.2,2.7,0.03921765968867419,0.39556494900697803,0.2732823403113258,0.33115271068169616
146,2000-2001,E0,2000-11-25,Tottenham,Leicester,3.0,0.0,H,2.0,0.0,H,Rob Harris,15.0,11.0,7.0,5.0,21.0,15.0,1.0,3.0,0.0,1.0,1.0,4.0,1.95,3.35,3.2,0.041275991835693304,0.4715445209848196,0.25723147085087383,0.2712240081643067
147,2000-2001,E0,2000-11-26,Leeds,Arsenal,1.0,0.0,H,0.0,0.0,D,Dermot Gallagher,12.0,9.0,6.0,3.0,19.0,22.0,1.0,7.0,0.0,0.0,3.0,3.0,2.5,3.2,2.5,0.03750000000000001,0.3625,0.27499999999999997,0.3625
148,2000-2001,E0,2000-11-26,Newcastle,Liverpool,2.0,1.0,H,1.0,0.0,H,Barry Knight,9.0,13.0,6.0,9.0,17.0,15.0,3.0,2.0,0.0,0.0,10.0,10.0,2.6,3.15,2.4,0.03958078958078959,0.345034595034595,0.27787952787952785,0.3770858770858771
149,2000-2001,E0,2000-12-02,Arsenal,Southampton,1.0,0.0,H,0.0,0.0,D,Steve Dunn,24.0,7.0,12.0,5.0,14.0,15.0,0.0,2.0,0.0,0.0,3.0,6.0,1.25,5.0,8.5,0.03921568627450981,0.7607843137254903,0.1607843137254902,0.0784313725490196
150,2000-2001,E0,2000-12-02,Aston Villa,Newcastle,1.0,1.0,D,1.0,0.0,H,David Ellaray,8.0,9.0,4.0,5.0,11.0,12.0,2.0,1.0,0.0,0.0,2.0,5.0,2.0,3.15,3.3,0.040163540163540144,0.4598364598364599,0.2772967772967773,0.2628667628667629
151,2000-2001,E0,2000-12-02,Bradford,Coventry,2.0,1.0,H,0.0,0.0,D,Mike Dean,10.0,13.0,6.0,7.0,11.0,12.0,3.0,2.0,0.0,0.0,10.0,7.0,2.3,3.15,2.75,0.03862642993077777,0.39615617876487447,0.2788338875295397,0.3250099337055859
152,2000-2001,E0,2000-12-02,Ipswich,Derby,0.0,1.0,A,0.0,1.0,A,Mark Halsey,11.0,3.0,5.0,3.0,13.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,1.57,3.5,5.0,0.0408856536245071,0.5960570215347285,0.2448286320897786,0.1591143463754929
153,2000-2001,E0,2000-12-02,Leicester,Leeds,3.0,1.0,H,3.0,0.0,H,Steve Bennett,8.0,12.0,5.0,4.0,10.0,7.0,1.0,2.0,0.0,1.0,2.0,2.0,2.35,3.15,2.65,0.040116907639990686,0.3854150072536263,0.27734340982032674,0.33724158292604706
154,2000-2001,E0,2000-12-02,Liverpool,Charlton,3.0,0.0,H,1.0,0.0,H,Rob Styles,13.0,7.0,3.0,2.0,10.0,9.0,1.0,1.0,0.0,0.0,2.0,2.0,1.33,4.3,7.5,0.039257057372112415,0.7126226418760079,0.1933010821627713,0.09407627596122092
155,2000-2001,E0,2000-12-02,Man United,Tottenham,2.0,0.0,H,1.0,0.0,H,Graham Poll,16.0,5.0,8.0,3.0,7.0,8.0,2.0,1.0,0.0,0.0,6.0,5.0,1.3,4.3,8.0,0.04226296958855095,0.7269677996422182,0.19029516994633278,0.08273703041144906
156,2000-2001,E0,2000-12-02,West Ham,Middlesbrough,1.0,0.0,H,1.0,0.0,H,Roy Burton,14.0,5.0,6.0,3.0,17.0,19.0,1.0,4.0,0.0,1.0,9.0,3.0,1.6,3.4,5.0,0.03970588235294118,0.5852941176470589,0.25441176470588234,0.16029411764705884
157,2000-2001,E0,2000-12-03,Chelsea,Man City,2.0,1.0,H,2.0,0.0,H,Dermot Gallagher,9.0,11.0,7.0,5.0,9.0,12.0,2.0,0.0,0.0,0.0,6.0,3.0,1.43,3.6,7.0,0.03997853997854003,0.6593221593221593,0.23779923779923776,0.10287860287860282
158,2000-2001,E0,2000-12-04,Sunderland,Everton,2.0,0.0,H,1.0,0.0,H,Peter Jones,24.0,7.0,11.0,2.0,16.0,23.0,0.0,3.0,0.0,0.0,3.0,3.0,1.8,3.25,3.9,0.03988603988603989,0.5156695156695157,0.2678062678062678,0.21652421652421655
159,2000-2001,E0,2000-12-09,Arsenal,Newcastle,5.0,0.0,H,2.0,0.0,H,Mike Dean,15.0,3.0,10.0,1.0,10.0,11.0,0.0,3.0,0.0,0.0,6.0,3.0,1.45,3.5,6.5,0.04307187065807757,0.6465833017557155,0.24264241505620812,0.11077428318807628
160,2000-2001,E0,2000-12-09,Bradford,Tottenham,3.0,3.0,D,1.0,2.0,A,Neale Barry,13.0,6.0,6.0,4.0,6.0,16.0,2.0,0.0,0.0,0.0,7.0,17.0,2.75,3.15,2.3,0.03862642993077777,0.3250099337055859,0.2788338875295397,0.39615617876487447
161,2000-2001,E0,2000-12-09,Charlton,Man United,3.0,3.0,D,1.0,2.0,A,Steve Lodge,15.0,15.0,8.0,8.0,6.0,10.0,0.0,1.0,0.0,0.0,6.0,0.0,5.5,3.4,1.57,0.03762616801208033,0.1441920138061015,0.2564914790467432,0.5993165071471553
162,2000-2001,E0,2000-12-09,Chelsea,Derby,4.0,1.0,H,3.0,0.0,H,Paul Taylor,19.0,5.0,10.0,3.0,8.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.43,3.7,6.5,0.041139041139041176,0.6581616581616582,0.22913122913122905,0.11270711270711267
163,2000-2001,E0,2000-12-09,Man City,Everton,5.0,0.0,H,3.0,0.0,H,Steve Bennett,13.0,14.0,9.0,4.0,12.0,12.0,0.0,1.0,0.0,0.0,5.0,3.0,2.4,3.1,2.65,0.03886860079799822,0.3777980658686685,0.2837120443632921,0.33848988976803956
164,2000-2001,E0,2000-12-09,Southampton,Leeds,1.0,0.0,H,1.0,0.0,H,Paul Durkin,12.0,13.0,3.0,5.0,13.0,15.0,3.0,4.0,1.0,0.0,1.0,0.0,2.6,3.0,2.5,0.03931623931623932,0.34529914529914524,0.29401709401709397,0.3606837606837607
165,2000-2001,E0,2000-12-09,Sunderland,Middlesbrough,1.0,0.0,H,0.0,0.0,D,Graham Poll,8.0,8.0,5.0,5.0,22.0,21.0,1.0,3.0,0.0,0.0,2.0,2.0,1.65,3.4,4.5,0.04080015844721722,0.5652604476133889,0.2533174886116063,0.181422063775005
166,2000-2001,E0,2000-12-09,West Ham,Aston Villa,1.0,1.0,D,1.0,1.0,D,Mike Riley,13.0,15.0,5.0,4.0,14.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,2.1,3.1,3.2,0.03709037378392218,0.439100102406554,0.28549027137736815,0.27540962621607784
167,2000-2001,E0,2000-12-10,Coventry,Leicester,1.0,0.0,H,1.0,0.0,H,Steve Dunn,12.0,6.0,5.0,1.0,11.0,15.0,0.0,1.0,0.0,0.0,1.0,3.0,2.75,3.15,2.3,0.03862642993077777,0.3250099337055859,0.2788338875295397,0.39615617876487447
168,2000-2001,E0,2000-12-10,Liverpool,Ipswich,0.0,1.0,A,0.0,1.0,A,Alan Wiley,14.0,11.0,5.0,6.0,12.0,14.0,1.0,3.0,0.0,0.0,3.0,3.0,1.45,3.6,6.5,0.04042636801257493,0.6492288044012182,0.23735140976520286,0.11341978583357892
