,Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,HO,AO,OddH,OddD,OddA,Margin,ProbH,ProbD,ProbA
133124,2018-2019,E0,2019-01-30,Bournemouth,Chelsea,4.0,0.0,H,0.0,0.0,D,R East,12.0,11.0,7.0,7.0,8.0,6.0,1.0,0.0,0.0,0.0,,,5.25,4.2,1.66,0.010327022375215137,0.18014916810097534,0.22776821572002295,0.5920826161790018
133125,2018-2019,E0,2019-01-30,Liverpool,Leicester,1.0,1.0,D,1.0,1.0,D,M Atkinson,10.0,5.0,3.0,2.0,13.0,6.0,1.0,3.0,0.0,0.0,,,1.22,7.0,15.0,0.009731980223783484,0.8099401509237575,0.13312516263335936,0.05693468644288318
133126,2018-2019,E0,2019-01-30,Southampton,Crystal Palace,1.0,1.0,D,0.0,1.0,A,A Marriner,13.0,15.0,4.0,3.0,11.0,8.0,2.0,2.0,0.0,1.0,,,2.4,3.4,3.2,0.007761437908496778,0.4089052287581699,0.2863562091503268,0.30473856209150324
133127,2018-2019,E0,2019-01-30,Tottenham,Watford,2.0,1.0,H,0.0,1.0,A,G Scott,17.0,9.0,3.0,1.0,6.0,9.0,0.0,4.0,0.0,0.0,,,1.66,4.0,5.75,0.008774227344159261,0.5936354112100577,0.24122577265584075,0.1651388161341016
133128,2018-2019,E0,2019-02-02,Brighton,Watford,0.0,0.0,D,0.0,0.0,D,S Hooper,21.0,5.0,4.0,0.0,15.0,10.0,1.0,0.0,0.0,0.0,,,2.55,3.3,3.0,0.009506833036244814,0.38265002970885326,0.2935234699940582,0.3238265002970885
133129,2018-2019,E0,2019-02-02,Burnley,Southampton,1.0,1.0,D,0.0,0.0,D,A Taylor,15.0,10.0,6.0,4.0,10.0,9.0,3.0,1.0,0.0,0.0,,,2.55,3.5,2.87,0.00876773473617091,0.38338912800892716,0.27694655097811477,0.33966432101295796
133130,2018-2019,E0,2019-02-02,Cardiff,Bournemouth,2.0,0.0,H,1.0,0.0,H,J Moss,12.0,9.0,5.0,2.0,17.0,14.0,1.0,2.0,0.0,0.0,,,3.25,3.5,2.3,0.009396400700748542,0.29829590699155917,0.27631788501353716,0.4253862079949037
133131,2018-2019,E0,2019-02-02,Chelsea,Huddersfield,5.0,0.0,H,2.0,0.0,H,P Tierney,23.0,5.0,7.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,,,1.2,7.5,19.0,0.006432748538011716,0.8269005847953217,0.12690058479532162,0.046198830409356705
133132,2018-2019,E0,2019-02-02,Crystal Palace,Fulham,2.0,0.0,H,1.0,0.0,H,M Oliver,17.0,8.0,6.0,0.0,9.0,12.0,2.0,3.0,0.0,0.0,,,2.05,3.5,4.0,0.007839721254355428,0.4799651567944251,0.27787456445993025,0.24216027874564458
133133,2018-2019,E0,2019-02-02,Everton,Wolves,1.0,3.0,A,1.0,2.0,A,L Mason,13.0,8.0,4.0,4.0,12.0,14.0,3.0,1.0,0.0,0.0,,,2.37,3.4,3.25,0.007916961007057818,0.41402396726298435,0.28620068605176574,0.2997753466852499
133134,2018-2019,E0,2019-02-02,Tottenham,Newcastle,1.0,0.0,H,0.0,0.0,D,A Marriner,21.0,8.0,4.0,2.0,6.0,6.0,0.0,1.0,0.0,0.0,,,1.44,4.5,9.0,0.009259259259259226,0.6851851851851852,0.212962962962963,0.10185185185185187
133135,2018-2019,E0,2019-02-03,Leicester,Man United,0.0,1.0,A,0.0,1.0,A,M Dean,17.0,10.0,6.0,6.0,14.0,9.0,4.0,4.0,0.0,0.0,,,3.6,3.5,2.15,0.009536114187276956,0.26824166359050083,0.27617817152700874,0.4555801648824905
133136,2018-2019,E0,2019-02-03,Man City,Arsenal,3.0,1.0,H,2.0,1.0,H,M Atkinson,19.0,4.0,12.0,2.0,11.0,8.0,1.0,1.0,0.0,0.0,,,1.33,6.0,9.0,0.009885825675299312,0.741993873572821,0.15678084099136735,0.10122528543581179
133137,2018-2019,E0,2019-02-04,West Ham,Liverpool,1.0,1.0,D,1.0,1.0,D,K Friend,13.0,11.0,2.0,6.0,9.0,11.0,1.0,1.0,0.0,0.0,,,8.0,5.25,1.4,0.009920634920634885,0.11507936507936511,0.18055555555555558,0.7043650793650794
133138,2018-2019,E0,2019-02-06,Everton,Man City,0.0,2.0,A,0.0,1.0,A,C Pawson,4.0,15.0,1.0,4.0,12.0,6.0,1.0,1.0,0.0,0.0,,,10.0,6.25,1.3,0.009743589743589723,0.09025641025641028,0.1502564102564103,0.7594871794871795
133139,2018-2019,E0,2019-02-09,Brighton,Burnley,1.0,3.0,A,0.0,1.0,A,S Attwell,16.0,9.0,6.0,5.0,8.0,7.0,1.0,1.0,0.0,0.0,,,2.05,3.3,4.2,0.0096434730581072,0.47816140499067333,0.29338682997219584,0.22845176503713088
133140,2018-2019,E0,2019-02-09,Crystal Palace,West Ham,1.0,1.0,D,0.0,1.0,A,C Pawson,25.0,6.0,5.0,4.0,12.0,9.0,3.0,0.0,0.0,0.0,,,2.1,3.5,3.75,0.00952380952380949,0.4666666666666667,0.2761904761904762,0.2571428571428572
133141,2018-2019,E0,2019-02-09,Fulham,Man United,0.0,3.0,A,0.0,2.0,A,P Tierney,15.0,15.0,3.0,7.0,14.0,9.0,3.0,2.0,0.0,0.0,,,5.5,4.4,1.61,0.010069640504423086,0.17174854131375875,0.2172030867683042,0.6110483719179371
133142,2018-2019,E0,2019-02-09,Huddersfield,Arsenal,1.0,2.0,A,0.0,2.0,A,J Moss,15.0,9.0,6.0,4.0,17.0,12.0,3.0,2.0,0.0,0.0,,,5.75,4.4,1.6,0.008728590250329423,0.16518445322793143,0.21854413702239783,0.6162714097496705
133143,2018-2019,E0,2019-02-09,Liverpool,Bournemouth,3.0,0.0,H,2.0,0.0,H,A Taylor,20.0,12.0,9.0,2.0,14.0,6.0,2.0,2.0,0.0,0.0,,,1.22,7.5,14.0,0.008144678636481903,0.8115274525110591,0.12518865469685142,0.06328389279208953
133144,2018-2019,E0,2019-02-09,Southampton,Cardiff,1.0,2.0,A,0.0,0.0,D,M Atkinson,14.0,6.0,7.0,3.0,15.0,12.0,3.0,3.0,0.0,0.0,,,1.75,3.9,5.0,0.009279609279609247,0.5621489621489622,0.2471306471306472,0.19072039072039076
133145,2018-2019,E0,2019-02-09,Watford,Everton,1.0,0.0,H,0.0,0.0,D,L Probert,7.0,9.0,2.0,4.0,21.0,10.0,2.0,0.0,0.0,1.0,,,2.35,3.5,3.2,0.00791540020263426,0.41761651469098277,0.27779888551165144,0.30458459979736574
133146,2018-2019,E0,2019-02-10,Man City,Chelsea,6.0,0.0,H,4.0,0.0,H,M Dean,15.0,12.0,9.0,4.0,9.0,13.0,1.0,2.0,0.0,0.0,,,1.5,4.75,7.0,0.006683375104427736,0.6599832915622389,0.20384294068504594,0.1361737677527151
133147,2018-2019,E0,2019-02-10,Tottenham,Leicester,3.0,1.0,H,1.0,0.0,H,M Oliver,12.0,20.0,5.0,9.0,11.0,4.0,3.0,1.0,0.0,0.0,,,1.7,3.9,5.5,0.008821244115361818,0.5794140500022853,0.24758901229489463,0.17299693770282001
133148,2018-2019,E0,2019-02-11,Wolves,Newcastle,1.0,1.0,D,0.0,0.0,D,G Scott,22.0,9.0,6.0,3.0,7.0,9.0,1.0,3.0,0.0,0.0,,,1.7,3.75,5.75,0.009605001420858184,0.5786302926967889,0.2570616652458085,0.16430804205740268
133149,2018-2019,E0,2019-02-22,Cardiff,Watford,1.0,5.0,A,0.0,1.0,A,S Hooper,15.0,12.0,6.0,7.0,10.0,11.0,1.0,2.0,0.0,0.0,,,3.1,3.4,2.45,0.00828718584207877,0.31429345931921154,0.28583046121674477,0.39987607946404363
133150,2018-2019,E0,2019-02-22,West Ham,Fulham,3.0,1.0,H,2.0,1.0,H,L Mason,21.0,8.0,7.0,5.0,11.0,11.0,1.0,1.0,0.0,0.0,,,1.95,3.8,4.0,0.00865946918578501,0.5041610436347279,0.25449842555105706,0.241340530814215
133151,2018-2019,E0,2019-02-23,Bournemouth,Wolves,1.0,1.0,D,1.0,0.0,H,R East,10.0,10.0,3.0,2.0,10.0,15.0,4.0,5.0,0.0,0.0,,,2.87,3.4,2.62,0.008076364040309869,0.340355691708819,0.28604128301851367,0.3736030252726672
133152,2018-2019,E0,2019-02-23,Burnley,Tottenham,2.0,1.0,H,0.0,0.0,D,M Dean,10.0,17.0,4.0,6.0,9.0,12.0,1.0,3.0,0.0,0.0,,,5.75,3.8,1.7,0.008435410777583327,0.16547763270067753,0.2547224839592588,0.5797998833400637
133153,2018-2019,E0,2019-02-23,Leicester,Crystal Palace,1.0,4.0,A,0.0,1.0,A,A Taylor,27.0,7.0,5.0,5.0,7.0,14.0,2.0,1.0,0.0,0.0,,,2.25,3.4,3.5,0.008092125739184533,0.43635231870525987,0.286025521319639,0.27762215997510115
133154,2018-2019,E0,2019-02-23,Newcastle,Huddersfield,2.0,0.0,H,0.0,0.0,D,K Friend,29.0,3.0,12.0,1.0,11.0,7.0,2.0,0.0,0.0,1.0,,,1.83,3.5,5.25,0.007546187874056661,0.5389018995576372,0.27816809784022906,0.1829300026021338
133155,2018-2019,E0,2019-02-24,Arsenal,Southampton,2.0,0.0,H,2.0,0.0,H,G Scott,12.0,10.0,4.0,4.0,7.0,14.0,0.0,0.0,0.0,0.0,,,1.5,4.75,7.0,0.006683375104427736,0.6599832915622389,0.20384294068504594,0.1361737677527151
133156,2018-2019,E0,2019-02-24,Man United,Liverpool,0.0,0.0,D,0.0,0.0,D,M Oliver,6.0,7.0,3.0,1.0,15.0,17.0,1.0,3.0,0.0,0.0,,,3.1,3.5,2.37,0.010078619715206072,0.31250202544608424,0.2756356659990796,0.4118623085548361
133157,2018-2019,E0,2019-02-26,Cardiff,Everton,0.0,3.0,A,0.0,1.0,A,K Friend,6.0,12.0,0.0,4.0,12.0,12.0,3.0,1.0,0.0,0.0,,,3.75,3.4,2.15,0.008633530931752528,0.25803313573491415,0.28548411612707103,0.4564827481380149
133158,2018-2019,E0,2019-02-26,Huddersfield,Wolves,1.0,0.0,H,0.0,0.0,D,D Coote,15.0,7.0,3.0,0.0,10.0,10.0,2.0,2.0,0.0,0.0,,,5.0,3.5,1.85,0.008751608751608705,0.1912483912483913,0.276962676962677,0.5317889317889317
133159,2018-2019,E0,2019-02-26,Leicester,Brighton,2.0,1.0,H,1.0,0.0,H,L Probert,19.0,15.0,3.0,3.0,6.0,4.0,1.0,1.0,0.0,0.0,,,1.9,3.5,4.6,0.009807126511932015,0.5165086629617521,0.2759071592023537,0.20758417783589408
133160,2018-2019,E0,2019-02-26,Newcastle,Burnley,2.0,0.0,H,2.0,0.0,H,C Pawson,12.0,12.0,3.0,2.0,8.0,8.0,1.0,3.0,0.0,0.0,,,2.15,3.3,3.9,0.008185612836775658,0.4569306662329918,0.2948446901935274,0.24822464357348079
133161,2018-2019,E0,2019-02-27,Arsenal,Bournemouth,5.0,1.0,H,2.0,1.0,H,C Kavanagh,16.0,13.0,6.0,5.0,11.0,9.0,2.0,2.0,0.0,0.0,,,1.44,5.0,7.5,0.009259259259259226,0.6851851851851852,0.1907407407407408,0.1240740740740741
133162,2018-2019,E0,2019-02-27,Chelsea,Tottenham,2.0,0.0,H,0.0,0.0,D,A Marriner,11.0,9.0,1.0,0.0,7.0,14.0,1.0,1.0,0.0,0.0,,,2.3,3.5,3.25,0.009396400700748542,0.4253862079949037,0.27631788501353716,0.29829590699155917
133163,2018-2019,E0,2019-02-27,Crystal Palace,Man United,1.0,3.0,A,0.0,1.0,A,M Atkinson,17.0,13.0,2.0,4.0,8.0,9.0,2.0,3.0,0.0,0.0,,,3.25,3.5,2.3,0.009396400700748542,0.29829590699155917,0.27631788501353716,0.4253862079949037
133164,2018-2019,E0,2019-02-27,Liverpool,Watford,5.0,0.0,H,2.0,0.0,H,G Scott,19.0,5.0,10.0,3.0,5.0,7.0,0.0,2.0,0.0,0.0,,,1.28,6.0,12.0,0.010416666666666666,0.7708333333333334,0.15625,0.07291666666666666
133165,2018-2019,E0,2019-02-27,Man City,West Ham,1.0,0.0,H,0.0,0.0,D,S Attwell,20.0,2.0,7.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,,,1.16,9.0,19.0,0.008603885191906949,0.8534650803253345,0.10250722591920415,0.04402769375546147
133166,2018-2019,E0,2019-02-27,Southampton,Fulham,2.0,0.0,H,2.0,0.0,H,A Taylor,14.0,14.0,4.0,4.0,15.0,13.0,0.0,1.0,0.0,0.0,,,1.9,3.7,4.33,0.009177647320348203,0.517138142153336,0.261092622949922,0.22176923489674186
133167,2018-2019,E0,2019-03-02,Bournemouth,Man City,0.0,1.0,A,0.0,0.0,D,K Friend,0.0,23.0,0.0,7.0,7.0,7.0,1.0,2.0,0.0,0.0,,,13.0,7.5,1.22,0.009976180467983728,0.0669468964550932,0.12335715286534961,0.8096959506795572
133168,2018-2019,E0,2019-03-02,Brighton,Huddersfield,1.0,0.0,H,0.0,0.0,D,M Dean,13.0,6.0,4.0,4.0,11.0,6.0,2.0,2.0,0.0,0.0,,,1.85,3.4,5.25,0.008378126025184804,0.5321624145153556,0.28573952103363875,0.18209806445100565
133169,2018-2019,E0,2019-03-02,Burnley,Crystal Palace,1.0,3.0,A,0.0,1.0,A,L Probert,18.0,10.0,4.0,4.0,9.0,9.0,1.0,2.0,0.0,0.0,,,2.8,3.3,2.75,0.007936507936507908,0.34920634920634924,0.29509379509379513,0.35569985569985574
133170,2018-2019,E0,2019-03-02,Man United,Southampton,3.0,2.0,H,0.0,1.0,A,S Attwell,16.0,6.0,6.0,3.0,7.0,10.0,2.0,1.0,0.0,0.0,,,1.45,4.5,8.5,0.009841484486514895,0.6798136879272783,0.21238073773570731,0.10780557433701451
133171,2018-2019,E0,2019-03-02,Tottenham,Arsenal,1.0,1.0,D,0.0,1.0,A,A Taylor,10.0,9.0,3.0,4.0,15.0,14.0,3.0,2.0,0.0,1.0,,,2.05,3.7,3.75,0.008247271661905827,0.4795576063868747,0.2620229986083644,0.25841939500476085
133172,2018-2019,E0,2019-03-02,West Ham,Newcastle,2.0,0.0,H,2.0,0.0,H,C Kavanagh,10.0,17.0,4.0,2.0,8.0,14.0,3.0,4.0,0.0,0.0,,,2.15,3.5,3.6,0.00953611418727703,0.4555801648824904,0.2761781715270087,0.2682416635905008
133173,2018-2019,E0,2019-03-02,Wolves,Cardiff,2.0,0.0,H,2.0,0.0,H,A Marriner,13.0,12.0,6.0,4.0,11.0,6.0,1.0,2.0,0.0,0.0,,,1.5,4.33,8.0,0.007537849627918887,0.6591288170387477,0.22340903258917116,0.11746215037208112
133174,2018-2019,E0,2019-03-03,Everton,Liverpool,0.0,0.0,D,0.0,0.0,D,M Atkinson,7.0,10.0,3.0,3.0,12.0,10.0,1.0,2.0,0.0,0.0,,,6.0,4.2,1.61,0.008626639061421656,0.158040027605245,0.22946859903381642,0.6124913733609385
133175,2018-2019,E0,2019-03-03,Fulham,Chelsea,1.0,2.0,A,1.0,2.0,A,G Scott,12.0,20.0,5.0,7.0,11.0,10.0,2.0,1.0,0.0,0.0,,,6.5,4.5,1.53,0.009887715770068676,0.1439584380760852,0.21233450645215354,0.6437070554717614
133176,2018-2019,E0,2019-03-03,Watford,Leicester,2.0,1.0,H,1.0,0.0,H,J Moss,6.0,14.0,5.0,2.0,15.0,12.0,5.0,1.0,0.0,0.0,,,2.55,3.3,3.0,0.009506833036244814,0.38265002970885326,0.2935234699940582,0.3238265002970885
133177,2018-2019,E0,2019-03-09,Cardiff,West Ham,2.0,0.0,H,1.0,0.0,H,G Scott,16.0,9.0,7.0,2.0,7.0,12.0,2.0,1.0,0.0,0.0,,,3.6,3.5,2.15,0.009536114187276956,0.26824166359050083,0.27617817152700874,0.4555801648824905
133178,2018-2019,E0,2019-03-09,Crystal Palace,Brighton,1.0,2.0,A,0.0,1.0,A,C Pawson,15.0,4.0,3.0,3.0,8.0,18.0,1.0,5.0,0.0,0.0,,,1.83,3.6,5.0,0.008075288403157263,0.5383727990285366,0.26970248937462055,0.19192471159684274
133179,2018-2019,E0,2019-03-09,Huddersfield,Bournemouth,0.0,2.0,A,0.0,1.0,A,A Taylor,8.0,8.0,1.0,5.0,14.0,9.0,3.0,1.0,0.0,0.0,,,3.4,3.3,2.35,0.007559954994247849,0.2865576920645757,0.2954703480360552,0.4179719598993692
133180,2018-2019,E0,2019-03-09,Leicester,Fulham,3.0,1.0,H,1.0,0.0,H,D Coote,18.0,6.0,8.0,3.0,9.0,13.0,0.0,2.0,0.0,0.0,,,1.57,4.5,6.0,0.008610521349374864,0.6283321538098607,0.21361170087284734,0.15805614531729179
133181,2018-2019,E0,2019-03-09,Man City,Watford,3.0,1.0,H,0.0,0.0,D,P Tierney,19.0,2.0,9.0,1.0,11.0,7.0,1.0,1.0,0.0,0.0,,,1.16,9.0,19.0,0.008603885191906949,0.8534650803253345,0.10250722591920415,0.04402769375546147
133182,2018-2019,E0,2019-03-09,Newcastle,Everton,3.0,2.0,H,0.0,2.0,A,L Mason,19.0,7.0,7.0,3.0,13.0,10.0,3.0,1.0,0.0,0.0,,,2.8,3.25,2.8,0.007326007326007374,0.3498168498168498,0.30036630036630035,0.3498168498168498
133183,2018-2019,E0,2019-03-09,Southampton,Tottenham,2.0,1.0,H,0.0,1.0,A,K Friend,12.0,16.0,4.0,5.0,16.0,9.0,4.0,2.0,0.0,0.0,,,4.5,3.8,1.85,0.008640219166534902,0.2135820030556873,0.2545176755703072,0.5319003213740056
133184,2018-2019,E0,2019-03-10,Arsenal,Man United,2.0,0.0,H,1.0,0.0,H,J Moss,14.0,14.0,3.0,4.0,12.0,18.0,2.0,2.0,0.0,0.0,,,2.4,3.6,3.0,0.009259259259259226,0.40740740740740744,0.26851851851851855,0.32407407407407407
133185,2018-2019,E0,2019-03-10,Chelsea,Wolves,1.0,1.0,D,0.0,0.0,D,M Oliver,22.0,2.0,6.0,1.0,8.0,14.0,1.0,4.0,0.0,0.0,,,1.55,4.2,7.0,0.008704557091653816,0.6364567332309268,0.22939068100358426,0.13415258576548902
133186,2018-2019,E0,2019-03-10,Liverpool,Burnley,4.0,2.0,H,2.0,1.0,H,A Marriner,23.0,3.0,5.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,,,1.16,8.5,21.0,0.009111690653272811,0.8529572748639687,0.1085353681702566,0.03850735696577481
133187,2018-2019,E0,2019-03-16,Bournemouth,Newcastle,2.0,2.0,D,0.0,1.0,A,M Dean,10.0,12.0,3.0,4.0,9.0,12.0,3.0,2.0,0.0,0.0,,,2.05,3.6,3.8,0.00958018352113347,0.47822469452764704,0.2681975942566443,0.2535777112157086
133188,2018-2019,E0,2019-03-16,Burnley,Leicester,1.0,2.0,A,1.0,1.0,D,M Oliver,13.0,9.0,2.0,4.0,9.0,10.0,1.0,1.0,0.0,1.0,,,3.1,3.4,2.45,0.00828718584207877,0.31429345931921154,0.28583046121674477,0.39987607946404363
133189,2018-2019,E0,2019-03-16,West Ham,Huddersfield,4.0,3.0,H,1.0,2.0,A,J Moss,16.0,15.0,5.0,5.0,7.0,15.0,0.0,2.0,0.0,0.0,,,1.55,4.2,7.0,0.008704557091653816,0.6364567332309268,0.22939068100358426,0.13415258576548902
133190,2018-2019,E0,2019-03-17,Everton,Chelsea,2.0,0.0,H,0.0,0.0,D,A Taylor,15.0,16.0,8.0,5.0,17.0,9.0,1.0,2.0,0.0,0.0,,,4.0,3.8,1.95,0.008659469185784937,0.24134053081421505,0.2544984255510572,0.5041610436347279
133191,2018-2019,E0,2019-03-17,Fulham,Liverpool,1.0,2.0,A,0.0,1.0,A,C Pawson,7.0,16.0,2.0,6.0,11.0,7.0,2.0,1.0,0.0,0.0,,,12.0,7.0,1.25,0.0087301587301587,0.07460317460317463,0.13412698412698415,0.7912698412698413
133192,2018-2019,E0,2019-03-30,Brighton,Southampton,0.0,1.0,A,0.0,0.0,D,M Oliver,14.0,8.0,1.0,2.0,8.0,10.0,1.0,2.0,0.0,0.0,,,2.55,3.2,3.1,0.009079169302129486,0.3830776934429686,0.3034208306978705,0.3135014758591608
133193,2018-2019,E0,2019-03-30,Burnley,Wolves,2.0,0.0,H,1.0,0.0,H,C Kavanagh,5.0,8.0,1.0,1.0,12.0,10.0,1.0,1.0,0.0,0.0,,,3.2,3.25,2.45,0.00945185766614339,0.30304814233385663,0.29824045002616434,0.39871140763997903
133194,2018-2019,E0,2019-03-30,Crystal Palace,Huddersfield,2.0,0.0,H,0.0,0.0,D,L Probert,19.0,15.0,5.0,5.0,10.0,7.0,0.0,0.0,0.0,0.0,,,1.45,4.4,9.0,0.009346336932543867,0.6803088354812493,0.2179263903401834,0.10176477417856723
133195,2018-2019,E0,2019-03-30,Fulham,Man City,0.0,2.0,A,0.0,2.0,A,K Friend,5.0,24.0,0.0,7.0,4.0,12.0,2.0,0.0,0.0,0.0,,,21.0,11.0,1.12,0.01046176046176043,0.03715728715728719,0.08044733044733048,0.8823953823953824
133196,2018-2019,E0,2019-03-30,Leicester,Bournemouth,2.0,0.0,H,1.0,0.0,H,L Mason,18.0,8.0,4.0,2.0,6.0,12.0,0.0,2.0,0.0,0.0,,,1.85,3.8,4.5,0.008640219166534902,0.5319003213740056,0.2545176755703072,0.2135820030556873
133197,2018-2019,E0,2019-03-30,Man United,Watford,2.0,1.0,H,1.0,0.0,H,S Attwell,8.0,20.0,5.0,8.0,14.0,9.0,1.0,2.0,0.0,0.0,,,1.44,4.75,8.0,0.00999025341130603,0.6844541910331384,0.20053606237816765,0.11500974658869396
133198,2018-2019,E0,2019-03-30,West Ham,Everton,0.0,2.0,A,0.0,2.0,A,P Tierney,3.0,17.0,1.0,9.0,7.0,14.0,1.0,1.0,0.0,0.0,,,2.55,3.5,2.9,0.007566244888760121,0.38459061785633797,0.2781480408255256,0.33726134131813645
133199,2018-2019,E0,2019-03-31,Cardiff,Chelsea,1.0,2.0,A,0.0,0.0,D,C Pawson,8.0,21.0,3.0,3.0,8.0,14.0,2.0,3.0,0.0,0.0,,,9.0,4.5,1.44,0.009259259259259226,0.10185185185185187,0.212962962962963,0.6851851851851852
133200,2018-2019,E0,2019-03-31,Liverpool,Tottenham,2.0,1.0,H,1.0,0.0,H,M Atkinson,14.0,11.0,3.0,2.0,5.0,8.0,0.0,1.0,0.0,0.0,,,1.61,4.2,6.0,0.008626639061421656,0.6124913733609385,0.22946859903381642,0.158040027605245
133201,2018-2019,E0,2019-04-01,Arsenal,Newcastle,2.0,0.0,H,1.0,0.0,H,A Taylor,7.0,3.0,4.0,1.0,11.0,10.0,2.0,0.0,0.0,0.0,,,1.36,5.25,9.5,0.010344488672662022,0.7249496289743967,0.18013170180352844,0.09491866922207481
133202,2018-2019,E0,2019-04-02,Watford,Fulham,4.0,1.0,H,1.0,1.0,D,R East,15.0,17.0,7.0,7.0,12.0,5.0,3.0,2.0,0.0,0.0,,,1.72,4.0,5.0,0.0104651162790698,0.5709302325581396,0.2395348837209302,0.18953488372093022
133203,2018-2019,E0,2019-04-02,Wolves,Man United,2.0,1.0,H,1.0,1.0,D,M Dean,9.0,18.0,2.0,4.0,5.0,11.0,1.0,2.0,0.0,1.0,,,4.0,3.6,2.0,0.009259259259259226,0.24074074074074078,0.26851851851851855,0.49074074074074076
133204,2018-2019,E0,2019-04-03,Chelsea,Brighton,3.0,0.0,H,1.0,0.0,H,G Scott,17.0,3.0,4.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,,,1.25,6.5,15.0,0.006837606837606887,0.7931623931623931,0.14700854700854696,0.059829059829059776
133205,2018-2019,E0,2019-04-03,Man City,Cardiff,2.0,0.0,H,2.0,0.0,H,J Moss,27.0,4.0,11.0,1.0,3.0,17.0,0.0,3.0,0.0,0.0,,,1.06,17.0,34.0,0.010543840177580366,0.9328523862375139,0.04827968923418434,0.018867924528301987
133206,2018-2019,E0,2019-04-03,Tottenham,Crystal Palace,2.0,0.0,H,0.0,0.0,D,A Marriner,26.0,5.0,10.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,,,1.45,5.0,7.5,0.0076628352490421365,0.681992337164751,0.19233716475095788,0.1256704980842912
133207,2018-2019,E0,2019-04-05,Southampton,Liverpool,1.0,3.0,A,1.0,1.0,D,P Tierney,11.0,17.0,1.0,5.0,8.0,7.0,2.0,4.0,0.0,0.0,,,9.0,5.0,1.4,0.008465608465608435,0.10264550264550266,0.19153439153439158,0.7058201058201059
133208,2018-2019,E0,2019-04-06,Bournemouth,Burnley,1.0,3.0,A,1.0,2.0,A,M Atkinson,10.0,11.0,2.0,3.0,12.0,16.0,2.0,3.0,0.0,0.0,,,2.1,3.6,3.75,0.006878306878306854,0.4693121693121693,0.2708994708994709,0.2597883597883598
133209,2018-2019,E0,2019-04-06,Huddersfield,Leicester,1.0,4.0,A,0.0,1.0,A,D Coote,10.0,18.0,4.0,9.0,13.0,11.0,3.0,0.0,0.0,0.0,,,5.0,4.0,1.72,0.0104651162790698,0.18953488372093022,0.2395348837209302,0.5709302325581396
133210,2018-2019,E0,2019-04-06,Newcastle,Crystal Palace,0.0,1.0,A,0.0,0.0,D,S Attwell,18.0,3.0,5.0,1.0,12.0,13.0,1.0,2.0,0.0,0.0,,,2.6,3.25,3.0,0.008547008547008517,0.37606837606837606,0.2991452991452992,0.3247863247863248
133211,2018-2019,E0,2019-04-07,Everton,Arsenal,1.0,0.0,H,1.0,0.0,H,K Friend,23.0,7.0,6.0,2.0,8.0,9.0,1.0,4.0,0.0,0.0,,,3.0,3.75,2.35,0.008510638297872353,0.32482269503546096,0.2581560283687943,0.41702127659574467
133212,2018-2019,E0,2019-04-08,Chelsea,West Ham,2.0,0.0,H,1.0,0.0,H,C Kavanagh,16.0,9.0,7.0,2.0,8.0,7.0,2.0,1.0,0.0,0.0,,,1.33,5.75,9.5,0.010351966873705987,0.7415277323744143,0.16356107660455488,0.09491119102103085
133213,2018-2019,E0,2019-04-12,Leicester,Newcastle,0.0,1.0,A,0.0,1.0,A,C Kavanagh,12.0,11.0,5.0,5.0,6.0,10.0,2.0,3.0,0.0,0.0,,,1.66,4.0,5.75,0.008774227344159261,0.5936354112100577,0.24122577265584075,0.1651388161341016
133214,2018-2019,E0,2019-04-13,Brighton,Bournemouth,0.0,5.0,A,0.0,1.0,A,K Friend,8.0,14.0,1.0,7.0,10.0,6.0,2.0,4.0,1.0,0.0,,,2.3,3.4,3.4,0.007672634271099765,0.42710997442455245,0.2864450127877238,0.2864450127877238
133215,2018-2019,E0,2019-04-13,Burnley,Cardiff,2.0,0.0,H,1.0,0.0,H,M Dean,14.0,14.0,7.0,2.0,7.0,10.0,2.0,3.0,0.0,0.0,,,1.9,3.6,4.5,0.008771929824561356,0.5175438596491229,0.2690058479532164,0.21345029239766086
133216,2018-2019,E0,2019-04-13,Fulham,Everton,2.0,0.0,H,0.0,0.0,D,L Probert,12.0,8.0,5.0,1.0,8.0,10.0,2.0,1.0,0.0,0.0,,,5.0,4.0,1.75,0.0071428571428571175,0.1928571428571429,0.24285714285714288,0.5642857142857143
133217,2018-2019,E0,2019-04-13,Man United,West Ham,2.0,1.0,H,1.0,0.0,H,G Scott,14.0,18.0,4.0,4.0,14.0,5.0,1.0,1.0,0.0,0.0,,,1.4,5.25,8.5,0.007469654528478031,0.7068160597572363,0.18300653594771243,0.11017740429505138
133218,2018-2019,E0,2019-04-13,Southampton,Wolves,3.0,1.0,H,2.0,1.0,H,J Moss,13.0,17.0,6.0,2.0,13.0,8.0,1.0,3.0,0.0,0.0,,,2.6,3.25,3.0,0.008547008547008517,0.37606837606837606,0.2991452991452992,0.3247863247863248
